"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"sansouci";0;42;0
"santa";40;103;137
"santana";0;49;0
"santelli";0;1;0
"santoni";0;13;0
"santorum";0;70;39
"sao";1;0;0
"sap";35;0;0
"sapphir";3;0;0
"saptrainrac";0;0;38
"sar";0;0;39
"sara";29;1;0
"sarah";11;1;53
"sarajevo";0;5;0
"sarasota";0;9;0
"sarcasm";0;0;57
"sarcasmoh";31;0;0
"saremi";0;34;0
"sari";32;0;0
"sarkozi";0;22;0
"sarnoff";0;10;0
"sartori";2;0;0
"sase";0;4;0
"sass";30;0;0
"sassaman";38;0;0
"sassi";30;0;66
"sat";172;43;89
"satan";39;39;6
"satc";0;0;2
"sate";0;50;0
"satem’";24;0;0
"satiat";34;0;0
"satin";2;0;0
"satir";3;0;1
"satirist";0;2;0
"satisfact";22;44;1
"satisfactori";11;0;0
"satisfi";91;29;50
"satmon";0;0;1
"satsuma";0;2;0
"satterfield";0;32;0
"satur";0;35;0
"saturday";262;858;517
"saturday’";1;0;0
"saturdayda";0;0;9
"saturn";0;2;0
"sauc";36;190;4
"saucepan";1;42;0
"saucer";0;0;17
"saudi";77;0;0
"saufley";0;14;0
"saul";0;27;0
"saulo";0;14;0
"sauna";31;0;0
"saunder";0;24;0
"saurkraut";16;0;0
"sausag";49;11;0
"saut";0;38;0
"saut�";64;2;0
"sautner";0;7;0
"sauvignon";0;36;0
"savag";2;13;66
"savannah";4;0;49
"savant";0;33;0
"save";405;435;428
"saver";0;46;0
"savior";27;39;79
"saviour";1;0;0
"savori";7;0;0
"savouri";1;0;0
"savvi";0;0;145
"saw";352;336;560
"sawgrass";0;23;0
"sawwi";0;0;3
"sax";3;0;0
"saxophon";1;0;0
"say";2931;3166;2412
"say”uh";11;0;0
"sayer";0;0;45
"sayeth";0;0;20
"sayin";14;0;0
"sayl";1;0;0
"sayscotti";0;0;19
"sayso";8;0;0
"sbc";0;0;28
"sbcsb";0;0;28
"scab";14;0;0
"scala";0;17;0
"scald";45;0;0
"scale";96;84;47
"scallion";3;0;0
"scallop";33;71;0
"scam";12;6;0
"scan";192;0;0
"scandal";38;50;4
"scandinavian";0;1;0
"scanner";26;0;0
"scant";31;41;0
"scar";155;1;52
"scarc";0;1;0
"scarciti";35;0;0
"scare";120;3;268
"scarf";0;0;76
"scari";21;0;58
"scariest";23;0;71
"scarjo";0;0;2
"scarlatti";0;19;0
"scarlett";2;0;0
"scat";37;15;0
"scath";0;32;0
"scather";22;0;0
"scatter";97;0;0
"scaveng";36;0;0
"scenario";18;22;0
"scenariorel";6;0;0
"scene";350;259;221
"sceneri";33;38;0
"scenic";0;14;35
"scent";26;0;0
"scg";34;0;0
"schaap";0;0;58
"schadenfreud";0;0;1
"schaefer";0;6;0
"schaffer";0;42;0
"schardan";0;32;0
"schechter";0;4;0
"schedul";144;310;57
"scheffler";0;41;0
"scheidegg";0;2;0
"scheme";41;28;52
"schemmel";0;58;0
"scherzing";0;14;0
"scheunenviertel";0;15;0
"schildgen";0;2;0
"schilling";0;17;0
"schizophrenia";25;0;0
"schlegel";0;1;0
"schlierenzau";4;0;0
"schlitz";29;0;0
"schmich";0;24;0
"schmidt";3;0;41
"schoch";0;2;0
"schola";22;0;0
"scholar";12;73;55
"scholarship";24;34;1
"schone";0;38;0
"school";845;1966;1374
"school�";0;26;0
"school”";11;0;0
"schoolboy";5;0;0
"schoolchildren";0;11;0
"schoolschoolschool";0;0;43
"schoolwork";1;0;0
"schoolyard";0;1;0
"schottenheim";0;37;0
"schroeder";1;36;0
"schuchardt";0;6;0
"schuster";2;0;0
"schwanenberg";22;0;0
"schwartz";0;76;1
"schweet";11;0;0
"schweizer";0;18;0
"schwilgu";33;0;0
"schwinden";0;34;0
"schwinn";1;0;0
"sciascia";2;0;0
"scicuri";2;0;0
"scienc";155;261;88
"sciencefict";2;0;0
"scientif";71;62;67
"scientism";27;0;0
"scientist";1;64;32
"scintil";0;1;0
"scioscia";0;8;0
"scioto";0;22;0
"scispeakdenverpostcom";0;21;0
"scissor";25;0;0
"scissorhand";0;1;0
"scofield";18;0;0
"scoop";0;7;37
"scoot";22;0;0
"scooter";8;0;0
"scope";3;52;0
"scorces";43;0;0
"scorch";1;0;0
"score";144;787;103
"scoreboard";3;9;4
"scoreda";3;0;0
"scorefirst";0;34;0
"scoreless";0;25;0
"scorer";0;5;0
"scorpio";0;9;0
"scorpion";1;40;0
"scorses";2;0;0
"scorseseinfluenc";1;0;0
"scot";0;44;0
"scotch";14;0;2
"scotland";26;0;0
"scott";14;181;33
"scottish";17;0;98
"scottrad";0;1;0
"scotus";0;0;29
"scoundrel";0;42;0
"scour";0;57;0
"scout";0;340;63
"scoutcom";0;26;0
"scoutmast";0;23;0
"scrabbl";5;0;28
"scragg";20;0;0
"scrambl";107;43;77
"scrambleworthi";35;0;0
"scrap";224;31;26
"scrapbook";76;0;0
"scrape";22;0;0
"scrappi";0;30;0
"scratch";117;79;0
"scratcher";0;0;76
"scraton";0;40;0
"scrawni";11;0;0
"scream";140;58;112
"screamal";0;0;6
"screech";19;0;0
"screen";91;242;97
"screener";0;6;0
"screenplay";18;1;0
"screw";102;48;28
"scribbl";25;0;0
"script";32;91;52
"scriptur";71;0;0
"scrivello";0;4;0
"scroll";15;0;0
"scroog";6;0;0
"scrub";6;0;62
"scruffi";0;0;51
"scrugg";0;64;0
"scruggs’";2;0;0
"scrunch";33;0;0
"scrutin";10;0;0
"scrutini";19;3;0
"scrutinis";19;0;0
"scuffl";0;23;0
"sculler";0;4;0
"sculli";0;30;0
"sculpt";5;0;0
"sculptur";33;0;0
"scumbag";0;0;41
"scurri";0;6;0
"scutaro";0;17;0
"sdiegoca";0;0;39
"sdpp";0;0;1
"sdram";20;0;0
"sdsu";0;32;0
"sdxc";44;0;0
"sea";90;116;1
"seacamp";0;6;0
"seafood";12;4;0
"seahawk";0;79;0
"seal";92;159;97
"seam";56;29;0
"seamless";73;0;0
"seamstress";6;0;0
"sean";3;9;47
"seanletwat";0;0;3
"sear";49;3;24
"search";279;244;175
"searcher";0;8;0
"seasid";0;14;0
"season";589;1852;637
"seasonend";0;36;0
"seat";93;217;351
"seatbelt";0;41;0
"seaton";24;0;0
"seattl";9;112;64
"seau";0;36;98
"seaview";0;20;0
"seawe";22;0;0
"sebastien";0;2;0
"seborrh";42;0;0
"sec";33;40;33
"sech";7;0;0
"seclud";1;0;0
"second";781;1203;204
"secondand";0;6;0
"secondandgo";0;21;0
"secondari";75;50;51
"seconddegre";0;4;0
"secondfloor";0;32;0
"secondhalfteam";0;0;1
"secondhand";45;46;0
"secondplac";0;22;0
"secondround";0;39;0
"secondseed";0;2;0
"secondskin";0;2;0
"secondti";0;27;0
"secondworst";0;41;0
"secondyear";0;33;0
"secreci";67;0;0
"secret";249;128;7
"secretari";70;71;0
"secruiti";0;14;0
"sect";53;0;0
"sectarian";86;0;0
"section";124;99;86
"sector";40;160;0
"secular";2;0;0
"secur";279;722;110
"sedan";0;1;0
"sedari";0;34;0
"seder";0;0;33
"seduc";1;0;0
"see";2278;1255;3505
"seed";33;133;109
"seedspit";0;37;0
"seedtim";0;12;0
"seedword";0;0;4
"seeger";0;7;0
"seeingreal";30;0;0
"seek";170;128;123
"seeker";0;0;29
"seeley";0;3;0
"seem";1268;520;356
"seen";449;127;404
"seeold";0;0;54
"seesaw";48;0;0
"segel";0;42;0
"seggern";3;0;0
"segment";26;0;0
"segreg";35;13;0
"sei";23;0;0
"seiu";14;0;0
"seiz";0;66;14
"seizur";0;26;0
"sekhukhun";9;0;0
"sel";0;11;0
"seldom";8;0;0
"select";349;161;0
"selena";0;0;45
"selenium";0;144;0
"self";185;24;218
"selfappoint";19;20;0
"selfconfid";2;0;4
"selfcongratulatori";21;0;0
"selfcontrol";2;0;11
"selfdef";32;0;0
"selfdefens";0;6;0
"selfdeprec";0;25;0
"selfdestruct";39;0;0
"selfemploy";0;3;14
"selfentitl";0;4;0
"selfgiv";0;0;12
"selfintersect";10;0;0
"selfish";79;32;0
"selfjustic";2;0;0
"selfless";19;1;0
"selfproclaim";0;24;0
"selfpromot";36;0;0
"selfprotect";23;0;0
"selfpublish";79;0;0
"selfrecoveri";0;0;12
"selfreli";0;46;0
"selfrespect";5;0;0
"selfright";1;0;0
"selfsabotag";42;0;0
"selfsatisfi";44;0;0
"sell";257;464;257
"sella";0;4;0
"selloff";0;7;0
"sellout";17;39;0
"selma";1;0;0
"seman";32;0;0
"semen";0;0;1
"semenya";0;3;0
"semest";0;0;69
"semi";31;0;1
"semiconductor";1;0;0
"semifin";0;11;0
"semifunni";0;0;40
"semilost";23;0;0
"semin";0;8;0
"seminar";31;69;12
"semipro";0;0;78
"semiretir";0;49;0
"semist";18;0;0
"semlor";0;0;16
"semolina";2;0;0
"sen";14;117;0
"senat";186;416;48
"senatedeb";0;0;62
"send";394;200;461
"sendak";0;2;0
"sender";2;0;0
"sendoff";30;0;0
"seneca";0;0;7
"senil";24;0;0
"senior";41;370;2
"sens";651;376;181
"sensat";0;51;36
"senseless";5;0;0
"senser";0;9;0
"sensibl";45;0;0
"sensit";23;46;1
"sensitis";17;0;0
"sensor";23;0;0
"sensori";17;0;0
"sensual";2;0;0
"sent";191;135;116
"sentenc";83;289;30
"sentencesi";1;0;0
"sentiment";28;32;0
"sentinel";0;24;0
"seo";21;0;0
"seoul";32;0;0
"separ";139;256;0
"sepia";12;25;0
"sept";1;374;72
"septemb";72;203;39
"septic";0;34;0
"seqra";23;0;0
"sequel";23;8;0
"sequenc";2;43;0
"sequin";0;0;52
"sequoia";0;13;0
"serano";12;0;0
"serb";0;5;0
"serbia";0;25;0
"serbian";0;23;0
"seren";35;15;0
"serenad";0;0;2
"serendip";18;0;0
"serene�";11;0;0
"sergeant";13;58;0
"sergei";0;0;59
"sergeyevna";0;42;0
"seri";359;493;192
"serial";0;31;10
"serious";316;246;656
"seriousi";0;0;5
"sermon";22;0;0
"serpentin";31;0;0
"serv";331;956;275
"servant";4;0;63
"server";26;1;6
"serversid";16;0;0
"servic";215;1249;395
"service”";0;30;0
"servicemen";19;0;0
"servicio";0;5;0
"sesam";3;0;0
"sesay";0;34;0
"sesh";0;0;3
"session";398;21;297
"set";905;951;635
"setback";8;4;0
"setenvgnuterm";0;0;57
"setprint";0;0;35
"settings—mak";21;0;0
"settl";243;89;0
"settlement";89;55;0
"setto";0;36;0
"setup";8;49;9
"seuss";23;0;50
"seusss";23;0;0
"seven";100;205;55
"sevengam";0;41;0
"sevenplay";0;1;0
"sevenpoint";0;13;0
"seventeen";0;0;2
"seventeenth";13;0;0
"seventh";15;99;0
"seventi";1;28;0
"seventytwo";0;29;0
"sever";693;713;64
"sevill";0;0;51
"sew";53;0;0
"sewer";2;99;0
"sex";121;114;146
"sexchang";0;28;0
"sexi";35;46;167
"sexier";0;0;17
"sext";0;0;4
"sextest";0;0;62
"sexual";149;35;0
"seymour";0;4;0
"sfglyondjek";0;2;0
"sfo";0;0;63
"sfr";0;0;2
"sfs";0;0;15
"sgt";0;7;0
"shabbi";5;5;0
"shack";15;0;39
"shade";8;8;51
"shadi";0;1;0
"shadow";115;73;134
"shadow’";33;0;0
"shadowi";18;0;0
"shadzzzzzzzzzzzz";0;0;59
"shaft";0;36;0
"shaft”";0;15;0
"shaggi";0;32;0
"shake";116;24;8
"shakedown";0;0;57
"shakefor";0;0;1
"shaken";14;26;0
"shaker";0;44;26
"shakespear";0;21;76
"shakespearefletch";0;2;0
"shakeytown";0;0;58
"shaki";44;0;0
"shakili";49;0;0
"shakur";0;18;0
"shale";0;7;0
"shall";51;0;100
"shallot";89;0;0
"sham";39;0;0
"shaman";15;0;0
"shamawan";44;0;0
"shamaz";0;0;12
"shambl";0;24;0
"shame";154;74;58
"shameless";43;0;8
"shampoo";11;0;0
"shamski";0;44;0
"shamsullah";2;0;0
"shanahan";0;48;6
"shane";0;33;5
"shannon";0;38;0
"shape";87;118;50
"share";811;525;330
"sharehold";32;32;0
"shark";0;84;36
"sharon";8;0;0
"sharp";171;2;93
"sharpen";19;0;1
"sharpli";0;2;0
"sharptongu";0;3;0
"sharri";0;41;0
"shattenkirk";0;6;0
"shatter";41;0;52
"shaun";0;38;1
"shave";51;61;0
"shaver";0;9;1
"shaw";0;76;0
"shawn";0;12;67
"shayn";0;2;0
"shd";0;0;7
"she";4096;3288;1867
"she’";107;0;0
"she’d";6;0;0
"shechtman";0;32;0
"shed";21;14;49
"sheeesh";0;0;1
"sheen";16;0;132
"sheep";29;0;46
"sheepish";7;0;0
"sheer";39;0;0
"sheesh";0;0;14
"sheet";129;123;0
"sheffield";5;13;0
"sheikh";41;24;0
"sheila";0;5;0
"shelbi";0;30;54
"sheldon";0;4;47
"shelf";82;14;0
"shell";0;64;122
"shelley";10;0;0
"shelli";0;39;0
"shellshap";0;5;0
"shellstyl";1;0;0
"shelter";56;53;23
"shelton";0;35;10
"shelv";64;17;0
"shepherd";0;19;0
"sherbeton";0;0;7
"sheri";0;21;0
"sheridan";0;50;0
"sheriff";25;117;26
"sherlock";4;0;0
"sherrod";0;31;0
"sherwood";0;6;0
"shes";85;186;575
"sheva";0;24;0
"shhhhhhh";0;0;8
"shi";45;0;89
"shia";82;0;0
"shiaa";14;0;0
"shiang";0;18;0
"shieet";0;0;12
"shield";1;15;0
"shift";21;99;103
"shifti";0;2;0
"shimmer";33;0;0
"shin";1;26;31
"shine";19;18;93
"shiner";4;0;0
"shini";38;0;0
"ship";155;204;99
"shipbuild";25;0;0
"shipment";0;3;0
"shipwreck";0;11;0
"shirley";0;2;6
"shirt";100;84;296
"shirtless";0;0;1
"shit";137;0;859
"shitaw";24;0;0
"shitcough";0;0;31
"shitti";0;0;54
"shittim";0;0;1
"shittttt";0;0;60
"shiver";2;0;0
"shlaa";4;0;0
"sho";0;0;55
"shock";178;99;10
"shocker";0;6;0
"shockerth";0;0;1
"shoe";294;175;206
"shoehorn";0;4;0
"shofner";0;11;0
"shone";1;35;0
"shoo";0;0;51
"shook";3;0;0
"shoot";175;456;248
"shooter";0;30;52
"shootfirstaskquestionslat";15;0;0
"shootout";0;44;0
"shop";289;250;249
"shopinternet";15;0;0
"shopkeep";0;1;0
"shopper";0;76;0
"shoprit";0;25;0
"shore";57;31;23
"shore”";0;28;0
"short";658;395;211
"shortag";56;12;1
"shortal";0;0;58
"shortcom";22;42;0
"shortcut";0;32;0
"shorten";0;54;0
"shorter";1;0;0
"shortfal";0;17;0
"shorthand";19;0;0
"shorti";0;0;1
"shortliv";0;31;0
"shortlythank";0;0;42
"shortrang";0;0;30
"shorttemp";0;2;0
"shortterm";3;56;0
"shot";195;575;203
"shot”";0;39;0
"shotgun";0;0;46
"shotgunwield";0;44;0
"should";1475;823;2136
"shoulda";0;0;82
"shoulder";82;131;38
"shouldn’t";10;0;0
"shouldnt";41;83;219
"shouldv";0;0;98
"shout";42;27;266
"shoutout";0;0;180
"shove";0;27;79
"show";1513;1542;2137
"showalt";0;34;0
"showandmail";0;0;4
"showcas";95;131;0
"showdown";2;1;0
"shower";225;50;179
"showeth";5;0;0
"showgirl";20;0;0
"showman";45;0;7
"shown";155;120;66
"showoff";2;0;0
"showtim";0;34;4
"shred";54;0;20
"shred’";8;0;0
"shrek";0;34;0
"shrew";21;0;0
"shrewd";0;1;0
"shrewsiz";21;0;0
"shriek";30;0;0
"shrimp";3;1;0
"shrimpandgrit";0;2;0
"shrine";0;36;0
"shrink";36;0;0
"shriver";0;2;0
"shroom";5;0;0
"shroud";0;28;0
"shrub";0;132;0
"shrug";4;56;15
"shrunken";0;3;0
"shuck";0;0;1
"shudder";41;0;0
"shuffl";29;36;117
"shui";0;17;50
"shun";28;0;0
"shunt";36;0;0
"shut";1;140;261
"shutdown";0;30;0
"shutout";0;118;0
"shuttl";34;21;54
"shux";0;0;21
"shyness";62;0;0
"sibiu";12;0;0
"sibley’";27;0;0
"sibol";20;0;0
"sichuanes";1;0;0
"sicili";1;0;0
"sick";171;30;430
"sicker";0;0;2
"sicord";0;30;0
"sid";13;0;0
"side";696;510;414
"side�but";14;0;0
"sideburn";0;38;0
"sideeveri";0;0;2
"sidefoot";22;0;0
"sidelin";0;69;0
"sideshow";0;18;0
"sidewalk";0;36;0
"sideway";3;2;32
"siedhoff";0;36;0
"sieg";3;5;0
"siegel";0;0;29
"siemen";5;0;0
"sierra";0;2;0
"siewnya";9;0;0
"sift";4;0;0
"sig";0;0;94
"sigh";79;0;60
"sight";36;65;0
"sign";427;640;415
"signal";108;127;22
"signatur";0;29;0
"signe";26;0;0
"signer";0;1;0
"signific";474;187;0
"signon";0;0;16
"signup";4;0;0
"sila";0;35;0
"silatolu";0;3;0
"silenc";151;8;114
"silent";41;0;63
"silfastmcphal";0;1;0
"silicon";14;30;0
"silk";37;6;0
"silki";43;0;0
"silkscreen";31;0;0
"silli";72;26;22
"silsbi";19;0;0
"silver";39;191;58
"silverado";0;6;0
"sim";21;26;0
"simeon";0;9;0
"similar";440;210;9
"simm";0;0;64
"simmer";68;15;0
"simmon";0;32;117
"simon";137;79;0
"simonebuckn";15;0;0
"simoni";32;0;0
"simpi";2;0;0
"simpl";273;88;132
"simpler";4;0;0
"simpli";324;210;121
"simplic";75;0;0
"simplifi";13;0;0
"simplist";26;0;0
"simpson";0;0;34
"simul";10;0;36
"simultan";50;6;0
"sin";123;0;39
"sinai";0;33;0
"sinatra";14;0;0
"sinc";1432;953;557
"sinceimbeinghonest";0;0;23
"sincer";3;1;30
"sinclair";20;0;0
"sinew";45;0;0
"sing";187;120;286
"singalongsong";18;0;0
"singapor";32;0;0
"singer";7;92;104
"singerbassist";0;44;0
"singersongwrit";0;1;0
"singh”";2;0;0
"singing�";0;2;0
"singl";349;247;158
"singledegre";36;0;0
"singlehand";16;0;0
"singlemind";2;1;0
"singlepay";0;5;0
"singler";0;7;0
"singlewalk";0;0;55
"singular";15;0;0
"sinha";0;5;0
"sinist";94;0;0
"sink";39;16;34
"sinker";0;36;0
"sinn";0;2;0
"sinner";32;0;0
"sinus";6;0;0
"sio";0;6;0
"sion";12;0;0
"sip";0;18;58
"sir";6;0;39
"sir”";14;0;0
"siren";23;50;2
"sirius";1;0;0
"sis";36;0;82
"sista";0;0;14
"sister";204;160;245
"sister’";4;0;0
"sisterinlaw";0;79;0
"sit";629;289;321
"sitcom";0;0;70
"site";209;401;567
"site—so";12;0;0
"sitestil";0;0;8
"sittin";0;0;5
"situat";315;347;104
"situation�";1;0;0
"siva";0;0;31
"sivil";45;0;0
"six";177;785;133
"sixer";0;2;42
"sixpack";0;14;0
"sixteen";77;0;0
"sixteenth";33;0;0
"sixterm";0;1;0
"sixth";0;196;4
"sixthin";0;6;0
"sixtyfour";0;12;0
"sixtythre";0;24;0
"sixyear";0;71;0
"sizabl";26;34;0
"size";249;79;122
"sizeassoci";0;17;0
"sizemor";0;3;0
"sizeshap";1;0;0
"sizzl";0;4;0
"skarsgard";2;0;0
"skate";0;23;0
"skd";0;0;2
"skemp’";3;0;0
"skeptic";1;89;0
"sketch";90;0;44
"sketchbook";69;0;18
"sketcher";0;0;24
"sketchi";0;39;0
"ski";34;42;0
"skidoo";68;0;0
"skier";0;34;0
"skililla";38;0;0
"skill";142;264;114
"skillet";64;36;0
"skim";0;6;0
"skimmer";0;27;0
"skin";120;125;90
"skindel";0;42;0
"skinner";0;9;0
"skinni";79;4;24
"skinnierwhi";1;0;0
"skip";121;0;96
"skirmish";14;19;0
"skirt";135;18;0
"skit";36;0;0
"skitt";0;0;7
"skoff";0;6;0
"skoret";0;120;0
"skov";0;2;0
"skrastin";0;29;0
"skrull";0;6;0
"skulduggeri";3;0;0
"skull";23;56;0
"sky";252;36;28
"skylar";0;0;4
"skylin";0;34;0
"skynrd";0;12;0
"skype";0;0;141
"skyrocket";3;6;25
"skyscrap";27;0;0
"skywalk";0;0;33
"slack";0;69;9
"slacker";1;0;51
"slag";0;0;31
"slagus";0;40;0
"slain";0;1;0
"slam";43;40;97
"slander";19;0;0
"slang";0;0;2
"slap";34;8;44
"slapstickprob";6;0;0
"slash";20;92;13
"slat";0;1;0
"slate";1;51;0
"slatetyp";0;1;0
"slather";0;0;62
"slaughter";0;6;29
"slave";59;21;0
"slaveri";28;0;0
"slavik";0;8;0
"slay";0;25;0
"sled";9;0;0
"sleep";491;150;928
"sleepdepriv";0;0;1
"sleep���������";0;0;6
"sleepi";0;0;16
"sleepless";12;0;0
"sleepov";0;0;2
"sleepwatch";0;0;1
"sleev";0;3;47
"sleigh";3;0;49
"slept";67;0;12
"slew";3;22;0
"sli";0;0;14
"slice";114;137;77
"slice’";5;0;0
"slick";22;0;0
"slide";104;17;0
"slide�";0;0;68
"slider";33;0;0
"slideshow";0;9;0
"slight";161;76;10
"slim";0;0;25
"slimi";30;0;0
"slimmer";0;0;39
"sling";19;0;4
"slip";61;48;42
"slipper";39;6;0
"slipperi";17;0;3
"slipperman";6;0;0
"slipshod";4;0;0
"slipstream";2;0;0
"slocomb";0;11;0
"sloe";7;0;0
"slogan";0;0;3
"slope";17;3;0
"sloppi";0;0;48
"slot";79;31;9
"slouch";20;0;0
"slow";139;162;113
"slowb";0;0;56
"slowdown";0;1;0
"slower";50;21;0
"slowli";247;11;55
"slowtalk";0;13;0
"slpeep";0;0;99
"slsq";0;0;4
"slubstrip";0;2;0
"slugger";0;33;0
"sluggish";27;0;0
"slum";52;0;0
"slumber";26;0;0
"slump";0;2;0
"slung";6;0;0
"slunk";14;0;0
"slur";0;1;0
"slurp";0;0;3
"slushi";0;0;6
"slutdrop";0;0;5
"smack";24;0;1
"smackdown";0;0;37
"smackin’";23;0;0
"smadar";6;0;0
"small";788;775;212
"small”";3;0;0
"smallbank";0;10;0
"smaller";87;145;74
"smallest";17;5;2
"smallschool";0;4;0
"smart";75;74;167
"smarter";1;0;14
"smartlik";0;0;2
"smartmet";0;5;0
"smartphon";15;20;11
"smartphonemak";0;38;0
"smash";68;0;60
"smashbox";38;0;0
"smashword";7;0;0
"smbmad";0;0;57
"smc";0;0;5
"smckc";0;0;52
"smdh";0;0;57
"sme";19;0;0
"smedley";0;30;0
"smell";264;1;256
"smelli";0;0;15
"smethwick";13;0;0
"smh";0;0;212
"smile";150;64;335
"smile”";0;0;53
"smiley";0;1;0
"smilin";0;0;47
"smirk";0;6;0
"smirki";2;0;0
"smith";9;446;0
"smithsburg";0;70;0
"smithsian";1;0;0
"smoke";117;116;116
"smoke”";2;0;0
"smoker";0;0;39
"smokey";7;0;0
"smoki";0;3;0
"smokin";0;0;25
"smokinbullet";0;0;48
"smoley";0;0;49
"smoosh";0;0;3
"smooth";119;12;35
"smoothi";0;26;0
"smother";0;0;38
"sms";30;0;4
"smsc";0;0;11
"smthng";0;0;62
"smudg";7;0;0
"smug";21;0;0
"smuggl";25;36;0
"smulder";2;0;0
"smw";0;0;8
"smwcampaign";0;0;27
"smx";0;0;56
"snack";119;21;35
"snag";29;28;0
"snail";1;0;0
"snailmail";0;0;4
"snake";63;35;77
"snap";118;57;13
"snapshot";31;1;51
"snare";0;0;3
"snarf";0;0;37
"snarl";1;0;0
"snatch";76;31;0
"sneak";36;19;42
"sneaker";41;0;0
"sneaki";49;0;0
"sneer";2;0;38
"sneez";7;0;193
"sneiderman";0;18;0
"snellen";23;0;0
"snif";23;0;0
"sniff";0;5;42
"snigger";5;0;0
"snippet";18;0;0
"snippili";14;0;0
"snitch";2;0;8
"snl";0;0;63
"snls";0;0;44
"snob";17;0;0
"snoop";2;0;0
"snooz";11;0;0
"snorkel";0;6;0
"snort";0;0;3
"snot";0;0;34
"snow";144;50;371
"snowboard";0;31;0
"snowfal";0;0;38
"snowga";0;2;0
"snowmanhav";0;0;9
"snowpack";0;4;0
"snowsho";0;0;14
"snsd’s";6;0;0
"snub";15;63;0
"snuffl";21;0;0
"snyder";0;40;0
"soa";0;0;43
"so�";15;0;0
"so”";0;27;0
"soak";193;0;0
"soan";14;0;0
"soap";1;34;0
"soapi";3;0;0
"soapston";0;0;64
"soar";2;81;0
"sob";0;2;0
"sober";32;25;0
"sobotka";0;42;0
"sobran";105;0;0
"sobrieti";0;0;62
"soc";0;0;4
"socal";77;22;0
"soccer";37;80;82
"social";298;174;412
"socialis";22;0;0
"socialist";43;0;0
"socialtech";0;0;16
"societ";0;38;0
"societi";297;186;45
"society”";47;0;0
"sock";59;12;0
"soda";31;11;72
"soda�";1;0;0
"soderbergh";1;0;0
"sodium";46;0;0
"soetoro";1;0;0
"sofa";8;0;0
"sofa”";22;0;0
"soft";173;83;181
"softbal";0;11;0
"soften";58;50;0
"softwar";72;69;0
"soggi";7;53;0
"sohappi";0;0;33
"soil";50;37;0
"soiv";43;0;0
"sol";0;3;13
"solar";31;43;191
"solarenergi";0;15;0
"sold";38;300;56
"soldier";149;124;78
"soldout";0;85;0
"sole";31;0;29
"solicit";0;22;0
"solid";188;150;42
"solidar";1;0;1
"solidifi";15;12;0
"solitari";18;0;0
"solitud";37;0;0
"solo";10;23;0
"solomon";0;21;0
"solon";0;17;0
"solsti";2;0;0
"solut";119;194;74
"soluti";0;0;1
"solution”";2;0;0
"solv";49;64;56
"solvent”";16;0;0
"soma";23;0;0
"somaliown";0;3;0
"somber";31;16;0
"some";3720;2344;2824
"somebodi";73;119;203
"someday";13;67;0
"somehow";194;2;64
"someon";719;332;1220
"someone’";29;0;0
"somerset";0;0;5
"someth";1637;800;1147
"somethin";0;0;69
"somethinga";0;0;56
"something—i";21;0;0
"something”";12;0;0
"somethingsh";2;0;0
"somethinn";0;0;43
"sometim";650;480;750
"sometimes—especi";27;0;0
"somewhat";304;94;0
"somewhathigh";0;25;0
"somewher";146;76;102
"sommeli";0;46;0
"son";258;445;243
"sonata";2;0;0
"sonclark";0;1;0
"sondheim";0;0;3
"sondra";2;0;0
"sonefeld";0;8;0
"song";378;205;423
"song�";43;0;0
"song”";0;0;35
"songandd";0;6;0
"songwrit";0;4;2
"soni";157;15;38
"sonia";44;0;0
"sonic";0;0;24
"soninlaw";0;40;0
"sonnen";0;32;0
"sonni";0;1;0
"sonoma";0;36;0
"sonora";37;0;1
"soo";0;0;75
"soon";571;238;747
"soon�";1;0;0
"sooner";17;35;0
"sooo";8;0;0
"soooo";1;0;0
"sooooo";1;0;0
"soooooo";10;0;0
"soopa";0;30;0
"sooth";3;17;0
"sop";0;3;0
"sopa";0;0;29
"soph";0;12;32
"sophi";74;0;0
"sophia";42;0;14
"sophist";84;12;0
"sophomor";0;124;0
"sorbet";0;0;13
"sorbo";1;0;0
"sorcer";15;0;0
"sorceri";0;0;2
"sore";3;32;67
"soror";0;0;1
"sorri";157;41;774
"sorrow";0;41;59
"sort";362;197;146
"sorta";0;1;59
"sorum";0;23;0
"sorvino";32;0;0
"soso";0;0;4
"soto";0;117;0
"sotu";0;0;51
"sought";94;54;58
"souight";0;6;0
"soul";109;51;217
"soul’";38;0;0
"soulmat";0;0;33
"soulsearch";0;34;0
"sound";532;329;546
"soundalik";14;0;0
"soundboard";0;36;0
"soundsystem";0;0;1
"soundtrack";24;3;56
"soundview";1;0;0
"soup";84;123;119
"sour";85;56;35
"sourc";211;267;25
"sous";0;21;0
"south";610;707;192
"southal";1;0;0
"southampton";0;24;0
"southbay";0;0;22
"southbound";0;0;58
"southeast";19;157;0
"southeastern";0;34;0
"southend";20;0;0
"southern";106;99;35
"southport";2;0;0
"southward";28;0;0
"southwark";4;0;0
"southwest";0;10;38
"souvenir";36;44;0
"sovereign";24;0;0
"sovereign”";31;0;0
"soviet";28;2;0
"sower";0;47;0
"sox";34;56;15
"soy";31;6;0
"soze";0;0;21
"spa";20;40;1
"space";311;349;88
"spacebar";0;0;38
"spaceman";30;0;0
"spaceship";2;0;0
"spain";121;42;65
"spald";0;0;44
